age_years,gender_id,district_id,police_station_id,initial_gravity_offence_id,initial_crime_major_head_id,initial_crime_minor_head_id,initial_hour_of_day,initial_day_of_week,initial_month,initial_is_weekend,initial_is_night_time,initial_co_offender_count,recidivism_flag
26,3,18,13,1,1,6,8,1,4,0,0,2,0
28,3,9,10,2,4,10,17,1,2,0,0,1,0
30,3,11,17,2,3,4,6,3,12,0,0,1,1
34,3,19,7,2,3,4,11,0,6,0,0,1,0
56,3,3,8,2,1,5,9,2,8,0,0,1,0
57,3,19,7,1,4,10,23,5,7,1,1,1,0
61,3,19,7,2,3,4,15,2,7,0,0,3,0
18,1,4,11,1,5,11,9,6,2,1,0,1,0
26,1,1,19,2,5,11,20,6,6,1,0,1,0
30,1,5,16,2,1,5,0,1,5,0,1,2,1
38,1,13,2,2,4,10,12,4,4,0,0,2,0
53,1,16,4,2,5,1,8,4,7,0,0,3,1
30,2,13,2,1,1,7,3,3,10,0,1,1,1
32,2,14,12,1,5,9,5,5,8,1,1,1,0
39,2,8,3,1,1,7,10,4,2,0,0,2,0
46,2,5,16,2,1,7,16,4,5,0,0,1,0
58,2,18,13,2,1,5,23,6,12,1,1,2,0
21,3,7,20,1,1,6,3,1,1,0,1,3,0
30,3,18,13,1,3,8,0,5,4,1,1,3,1
41,3,19,7,2,4,10,8,4,2,0,0,2,0
42,3,8,3,1,4,10,12,1,3,0,0,1,0
46,3,11,17,2,5,11,18,0,2,0,0,2,0
61,3,7,20,1,2,3,0,5,3,1,1,2,0
25,1,5,16,2,2,3,3,3,2,0,1,3,0
29,1,17,6,1,2,12,12,2,9,0,0,2,0
30,1,1,19,2,5,1,6,2,11,0,0,2,1
37,1,16,4,2,5,1,21,5,1,1,0,1,0
38,1,4,11,2,3,8,18,2,2,0,0,2,0
43,1,12,14,2,5,11,17,3,6,0,0,1,0
48,1,12,14,2,2,3,20,0,1,0,0,1,0
74,1,7,20,1,1,5,9,6,4,1,0,2,0
23,2,12,14,2,5,1,20,6,8,1,0,3,0
30,2,3,8,2,1,6,17,0,2,0,0,1,1
63,2,8,3,2,5,11,10,6,2,1,0,3,0
18,3,19,7,2,1,5,20,4,9,0,0,1,0
26,3,11,17,1,1,7,17,6,4,1,0,1,0
29,3,20,9,2,1,7,7,0,10,0,0,3,0
30,3,5,16,1,5,1,18,4,12,0,0,2,1
31,3,1,19,1,3,8,10,2,7,0,0,3,0
34,3,20,9,2,1,5,2,6,5,1,1,1,0
39,3,3,8,2,5,11,23,6,9,1,1,1,0
46,3,14,12,1,3,4,7,3,3,0,0,1,0
59,3,10,15,1,5,9,17,5,4,1,0,3,0
62,3,13,2,2,5,11,7,4,3,0,0,3,0
65,3,15,1,2,5,9,21,4,4,0,0,1,0
69,3,1,19,2,5,11,21,0,1,0,0,1,0
73,3,4,11,2,1,6,2,3,11,0,1,1,0
30,1,3,8,2,5,1,20,6,6,1,0,2,1
52,1,1,19,2,5,11,11,4,5,0,0,1,0
53,1,16,4,1,5,11,1,2,1,0,1,2,0
18,2,2,5,2,3,8,4,3,8,0,1,3,0
23,2,11,17,1,1,5,21,4,7,0,0,2,0
30,2,8,3,1,2,2,9,0,10,0,0,2,1
43,2,4,11,1,2,12,16,3,11,0,0,3,0
45,2,9,10,2,5,9,3,5,10,1,1,1,0
57,2,2,5,1,1,6,2,1,1,0,1,2,0
65,2,5,16,2,5,11,8,2,6,0,0,1,0
69,2,3,8,1,3,8,7,4,7,0,0,1,0
30,3,1,19,2,1,5,11,5,7,1,0,2,1
34,3,14,12,2,4,10,13,2,5,0,0,1,0
61,3,2,5,1,2,2,0,1,10,0,1,2,0
68,3,2,5,2,3,8,22,5,8,1,1,1,0
71,3,18,13,2,3,8,14,0,8,0,0,2,0
30,1,14,12,1,2,12,6,6,1,1,0,2,1
33,1,13,2,2,5,11,12,6,9,1,0,1,0
41,1,16,4,2,3,8,3,0,1,0,1,1,0
55,1,3,8,2,1,7,18,2,10,0,0,1,0
58,1,4,11,1,2,3,7,4,10,0,0,3,0
26,2,13,2,1,5,1,14,2,2,0,0,2,0
30,2,3,8,1,1,6,17,2,3,0,0,3,1
46,2,17,6,2,5,11,20,5,7,1,0,1,0
60,2,4,11,2,1,5,20,6,4,1,0,1,0
67,2,15,1,1,2,12,22,3,7,0,1,1,0
75,2,20,9,1,4,10,9,6,7,1,0,1,0
30,3,11,17,2,5,9,23,3,5,0,1,2,1
39,3,15,1,1,2,12,9,0,6,0,0,3,0
49,3,4,11,1,1,6,17,1,8,0,0,3,0
50,3,11,17,2,1,6,14,5,7,1,0,1,1
69,3,15,1,2,5,9,17,2,8,0,0,1,0
24,1,10,15,2,3,8,14,6,5,1,0,1,0
30,1,13,2,2,5,9,1,1,9,0,1,1,1
66,1,12,14,1,5,9,18,6,3,1,0,1,0
70,1,8,3,1,4,10,5,5,7,1,1,1,0
29,2,19,7,2,1,6,6,2,3,0,0,2,0
30,2,17,6,2,3,4,11,4,1,0,0,1,1
33,2,3,8,2,5,11,20,1,6,0,0,1,0
38,2,4,11,2,3,8,18,0,5,0,0,3,1
52,2,8,3,2,3,4,15,5,10,1,0,1,0
57,2,1,19,2,3,4,19,0,9,0,0,2,0
61,2,3,8,2,1,7,9,4,10,0,0,1,0
63,2,18,13,2,3,4,13,0,5,0,0,1,0
19,3,12,14,2,2,3,4,4,2,0,1,2,0
30,3,18,13,2,5,11,23,5,4,1,1,1,1
32,3,20,9,2,3,4,12,3,3,0,0,2,0
35,3,2,5,1,5,1,15,5,5,1,0,2,0
47,3,12,14,2,2,3,10,2,5,0,0,1,0
60,3,8,3,1,2,12,7,5,6,1,0,2,0
66,3,7,20,2,1,7,14,1,3,0,0,3,0
30,1,2,5,1,3,4,19,3,2,0,0,2,1
63,1,12,14,1,2,2,10,0,10,0,0,2,0
74,1,4,11,1,2,12,5,4,12,0,1,1,0
20,2,11,17,2,2,12,7,0,7,0,0,2,0
23,2,7,20,2,2,12,13,0,10,0,0,3,0
30,2,19,7,2,2,3,6,5,7,1,0,3,1
39,2,8,3,1,1,5,0,6,10,1,1,1,1
47,2,15,1,2,2,12,20,5,10,1,0,3,0
48,2,14,12,1,5,1,17,1,6,0,0,1,0
69,2,3,8,2,3,4,8,0,10,0,0,3,0
71,2,7,20,2,5,1,0,5,2,1,1,1,0
72,2,2,5,1,5,1,16,1,11,0,0,2,0
25,3,5,16,2,5,11,9,4,12,0,0,1,0
30,3,20,9,2,4,10,5,5,5,1,1,1,1
38,3,17,6,2,5,9,8,5,3,1,0,1,0
42,3,8,3,2,2,2,5,4,1,0,1,2,0
57,3,19,7,1,2,2,9,4,2,0,0,3,0
66,3,10,15,2,5,11,19,5,1,1,0,3,0
67,3,2,5,1,5,9,16,6,12,1,0,3,0
69,3,18,13,2,1,5,19,0,10,0,0,3,0
73,3,15,1,2,2,3,15,2,6,0,0,3,0
30,1,14,12,2,3,4,4,3,3,0,1,3,1
33,1,14,12,1,5,9,9,5,11,1,0,2,0
39,1,10,15,2,2,3,17,4,12,0,0,3,0
50,1,6,18,1,2,3,22,6,11,1,1,1,0
53,1,10,15,2,3,4,3,6,9,1,1,1,0
56,1,5,16,2,1,7,8,5,2,1,0,1,0
58,1,6,18,1,1,7,18,2,8,0,0,2,0
69,1,20,9,1,2,12,2,6,1,1,1,2,0
71,1,3,8,1,2,2,11,6,12,1,0,3,0
18,2,12,14,1,5,9,19,6,4,1,0,1,0
30,2,11,17,2,5,11,18,0,2,0,0,2,1
35,2,7,20,2,2,2,8,0,3,0,0,1,0
20,3,8,3,2,2,3,11,3,4,0,0,2,0
30,3,19,7,1,3,8,20,6,6,1,0,1,1
36,3,12,14,1,5,9,14,0,8,0,0,2,0
44,3,8,3,1,5,11,12,5,1,1,0,2,0
48,3,12,14,2,1,5,16,2,12,0,0,2,0
51,3,2,5,1,5,9,16,6,12,1,0,3,0
57,3,1,19,2,5,11,16,0,2,0,0,1,0
70,3,19,7,1,3,8,0,2,7,0,1,3,0
75,3,4,11,2,5,11,15,4,4,0,0,2,0
30,1,4,11,2,2,3,13,2,5,0,0,2,1
31,1,5,16,2,2,2,20,1,5,0,0,2,0
35,1,20,9,1,3,8,20,5,4,1,0,2,0
45,1,1,19,1,5,11,0,6,1,1,1,3,0
49,1,5,16,2,1,7,4,4,7,0,1,1,1
58,1,13,2,2,3,4,16,2,5,0,0,1,0
61,1,8,3,1,5,1,6,5,8,1,0,1,0
26,2,20,9,1,5,9,20,0,10,0,0,2,0
27,2,12,14,2,3,4,19,6,6,1,0,1,0
29,2,7,20,2,1,7,23,5,4,1,1,1,0
30,2,6,18,2,3,4,2,0,6,0,1,3,1
34,2,2,5,2,3,8,14,5,10,1,0,1,0
36,2,10,15,2,1,6,6,4,7,0,0,2,0
52,2,19,7,1,1,6,3,1,4,0,1,2,0
56,2,12,14,1,2,2,20,1,3,0,0,1,0
65,2,3,8,2,2,12,0,4,2,0,1,1,0
24,3,3,8,2,3,4,10,0,4,0,0,1,0
26,3,11,17,1,3,4,5,3,9,0,1,2,0
30,3,2,5,2,5,9,23,4,7,0,1,1,1
35,3,1,19,1,1,7,0,1,4,0,1,1,0
39,3,4,11,2,1,6,6,3,8,0,0,1,0
43,3,19,7,2,4,10,20,6,6,1,0,3,1
44,3,18,13,2,1,5,13,6,5,1,0,1,0
75,3,17,6,2,2,2,8,2,10,0,0,2,0
21,1,17,6,1,3,4,4,2,1,0,1,1,0
22,1,17,6,1,5,9,1,3,4,0,1,3,0
28,1,2,5,1,2,12,11,0,7,0,0,2,1
30,1,12,14,2,3,4,22,4,12,0,1,3,1
33,1,7,20,1,5,9,7,5,8,1,0,1,0
44,1,14,12,1,2,12,0,1,10,0,1,3,0
59,1,3,8,1,3,4,23,4,8,0,1,2,0
66,1,14,12,2,1,6,15,0,10,0,0,3,0
20,2,7,20,1,5,11,15,5,2,1,0,1,0
28,2,13,2,1,2,2,8,1,3,0,0,1,0
30,2,18,13,2,5,11,6,6,3,1,0,3,1
47,2,9,10,2,3,8,23,4,4,0,1,2,0
49,2,9,10,2,2,12,11,5,4,1,0,3,0
51,2,9,10,2,2,2,12,1,4,0,0,3,0
72,2,17,6,1,5,9,16,2,9,0,0,1,0
21,3,1,19,2,5,1,0,0,7,0,1,2,0
25,3,20,9,2,3,8,4,0,12,0,1,3,0
30,3,15,1,1,2,3,8,6,5,1,0,3,1
32,3,9,10,1,1,6,13,1,9,0,0,3,0
34,3,20,9,2,2,12,9,6,5,1,0,1,0
47,3,6,18,1,5,1,11,1,8,0,0,1,0
49,3,6,18,1,3,4,18,3,1,0,0,3,0
55,3,18,13,2,2,3,12,4,2,0,0,2,0
57,3,15,1,2,3,8,8,4,4,0,0,1,0
73,3,16,4,1,4,10,22,1,8,0,1,1,0
30,1,4,11,1,5,1,2,1,3,0,1,1,1
44,1,19,7,1,2,2,10,3,2,0,0,3,0
30,2,9,10,1,1,6,21,4,2,0,0,2,1
58,2,7,20,1,5,1,2,2,5,0,1,3,1
66,2,18,13,2,5,1,4,4,8,0,1,2,1
69,2,3,8,2,3,4,5,2,1,0,1,2,0
30,3,19,7,1,5,9,22,5,8,1,1,1,1
51,3,15,1,1,1,6,16,3,3,0,0,1,0
58,3,4,11,2,4,10,7,4,1,0,0,3,0
71,3,4,11,2,2,2,2,0,10,0,1,3,0
21,1,11,17,2,1,7,3,6,4,1,1,1,0
26,1,4,11,1,5,1,23,5,9,1,1,3,0
30,1,17,6,1,5,11,19,1,2,0,0,2,1
34,1,3,8,2,2,2,6,5,5,1,0,1,0
51,1,11,17,1,3,4,3,6,7,1,1,1,0
30,2,1,19,2,1,7,19,5,1,1,0,1,1
44,2,9,10,2,2,12,16,0,5,0,0,3,0
57,2,14,12,2,4,10,8,6,11,1,0,1,0
25,3,20,9,1,5,1,19,1,4,0,0,2,0
30,3,7,20,2,3,4,10,1,2,0,0,1,1
35,3,14,12,2,2,2,14,0,4,0,0,1,0
41,3,2,5,1,2,12,17,6,1,1,0,1,0
44,3,19,7,1,2,3,23,2,3,0,1,3,0
67,3,5,16,2,5,1,6,0,5,0,0,3,0
74,3,8,3,1,5,1,5,5,8,1,1,3,0
19,1,9,10,2,1,7,10,2,6,0,0,2,0
30,1,9,10,2,2,3,8,2,10,0,0,3,1
54,1,6,18,2,1,5,0,5,4,1,1,2,0
67,1,14,12,1,2,12,6,3,2,0,0,3,0
69,1,14,12,1,2,3,6,1,5,0,0,3,0
30,2,14,12,1,3,8,22,2,6,0,1,1,1
49,2,13,2,1,1,6,1,0,6,0,1,1,0
65,2,9,10,1,2,2,15,4,5,0,0,1,0
66,2,16,4,2,2,3,22,0,1,0,1,3,0
30,3,6,18,2,5,1,5,1,7,0,1,2,1
32,3,5,16,1,5,1,20,5,5,1,0,2,0
56,3,17,6,2,2,3,23,6,1,1,1,3,0
67,3,5,16,1,2,12,2,5,9,1,1,3,0
23,1,2,5,1,2,2,13,1,3,0,0,1,0
30,1,9,10,1,1,6,0,0,4,0,1,2,1
50,1,13,2,2,5,9,18,4,10,0,0,2,0
56,1,3,8,2,5,1,15,2,8,0,0,2,0
62,1,17,6,2,1,6,18,2,4,0,0,2,0
73,1,18,13,1,3,4,6,2,7,0,0,1,0
25,2,10,15,1,4,10,21,6,2,1,0,1,0
29,2,5,16,2,2,3,8,0,10,0,0,2,0
30,2,11,17,2,3,4,10,4,8,0,0,1,1
36,2,7,20,1,3,4,7,4,11,0,0,1,0
38,2,3,8,1,2,3,11,1,9,0,0,2,0
44,2,2,5,1,1,5,11,1,7,0,0,1,0
46,2,18,13,2,1,6,2,0,7,0,1,1,0
47,2,1,19,1,4,10,22,4,3,0,1,1,0
52,2,1,19,2,1,5,16,1,5,0,0,3,0
55,2,5,16,1,3,8,4,1,4,0,1,2,0
59,2,16,4,2,2,3,10,2,8,0,0,3,0
64,2,11,17,2,5,9,10,5,5,1,0,2,0
72,2,19,7,2,1,6,2,0,9,0,1,1,0
30,3,11,17,1,1,5,3,6,3,1,1,1,1
33,3,8,3,1,3,4,7,0,9,0,0,1,0
34,3,5,16,2,5,11,13,0,11,0,0,1,0
38,3,8,3,1,2,12,8,4,9,0,0,1,0
50,3,13,2,1,1,5,2,6,7,1,1,3,1
58,3,16,4,2,1,5,9,0,12,0,0,2,0
67,3,3,8,2,5,1,5,6,11,1,1,2,1
75,3,2,5,2,5,11,20,4,8,0,0,3,0
30,1,18,13,1,1,6,0,5,10,1,1,1,1
61,1,1,19,2,5,11,7,4,4,0,0,3,0
26,2,17,6,2,2,3,15,3,8,0,0,1,0
30,2,1,19,2,2,2,23,1,5,0,1,1,1
58,2,12,14,1,2,3,3,3,4,0,1,1,0
21,3,5,16,1,3,8,9,2,9,0,0,2,0
30,3,1,19,2,2,3,10,1,7,0,0,2,1
32,3,20,9,2,1,6,4,3,1,0,1,2,0
42,3,12,14,1,5,9,0,5,1,1,1,2,0
46,3,17,6,2,2,12,4,4,11,0,1,1,0
65,3,2,5,1,3,8,8,6,3,1,0,1,0
71,3,17,6,1,5,9,9,4,4,0,0,2,0
30,1,12,14,2,2,3,7,2,5,0,0,1,1
33,1,4,11,1,5,9,20,4,9,0,0,2,0
51,1,17,6,2,2,12,19,2,6,0,0,1,0
30,2,4,11,2,5,9,16,0,9,0,0,1,1
35,2,9,10,1,1,7,10,5,5,1,0,2,0
53,2,13,2,2,1,6,10,3,8,0,0,1,0
62,2,10,15,2,5,9,2,5,11,1,1,2,0
70,2,10,15,1,4,10,10,2,1,0,0,1,0
25,3,19,7,1,2,3,3,0,5,0,1,1,0
30,3,16,4,1,5,11,15,6,7,1,0,1,1
40,3,5,16,2,2,3,2,6,5,1,1,1,0
44,3,1,19,2,3,8,17,2,1,0,0,1,0
48,3,1,19,2,3,4,5,2,3,0,1,1,0
51,3,13,2,1,3,4,6,5,12,1,0,1,0
53,3,12,14,1,1,5,16,2,9,0,0,1,0
20,1,12,14,2,1,6,17,6,2,1,0,3,0
30,1,13,2,1,5,1,16,6,4,1,0,1,1
43,1,3,8,2,1,6,10,1,8,0,0,1,0
55,1,1,19,2,1,6,12,6,7,1,0,3,0
58,1,7,20,1,5,11,23,0,9,0,1,1,0
66,1,1,19,2,5,11,2,3,3,0,1,2,0
73,1,17,6,2,5,9,3,0,7,0,1,3,0
75,1,1,19,2,5,9,1,3,7,0,1,2,1
30,2,1,19,2,1,7,15,5,1,1,0,2,1
43,2,19,7,1,4,10,14,3,12,0,0,2,1
63,2,10,15,1,3,4,22,4,7,0,1,1,0
22,3,3,8,1,5,11,16,4,8,0,0,1,1
30,3,14,12,2,1,6,22,6,5,1,1,1,1
38,3,12,14,2,3,8,8,1,10,0,0,2,0
53,3,2,5,1,1,7,12,1,8,0,0,1,0
74,3,9,10,1,2,2,17,6,6,1,0,1,0
22,1,15,1,2,3,8,18,5,2,1,0,1,0
30,1,7,20,2,5,11,11,2,1,0,0,2,1
31,1,11,17,1,5,9,17,3,10,0,0,3,0
46,1,7,20,1,2,2,14,5,9,1,0,1,0
64,1,20,9,2,2,12,18,1,8,0,0,1,0
69,1,3,8,2,2,12,5,0,8,0,1,3,0
29,2,19,7,2,5,1,16,4,4,0,0,1,0
30,2,3,8,1,2,2,21,6,10,1,0,2,1
41,2,16,4,2,1,6,23,6,7,1,1,2,0
46,2,19,7,1,1,5,10,4,4,0,0,1,0
52,2,10,15,1,5,9,14,0,1,0,0,3,0
66,2,5,16,2,4,10,15,3,5,0,0,3,0
25,3,6,18,2,2,12,11,4,4,0,0,1,0
27,3,14,12,2,2,12,0,4,3,0,1,2,0
30,3,20,9,2,5,9,16,3,5,0,0,1,1
38,3,1,19,1,4,10,20,2,10,0,0,1,0
73,3,15,1,2,2,12,17,1,5,0,0,3,0
30,1,4,11,2,2,2,11,4,6,0,0,3,1
32,1,9,10,2,5,1,4,6,9,1,1,1,0
40,1,12,14,2,5,9,6,1,12,0,0,3,0
41,1,13,2,1,2,12,6,1,1,0,0,3,0
46,1,18,13,1,1,5,10,5,1,1,0,3,0
51,1,19,7,1,1,7,0,5,9,1,1,3,0
63,1,19,7,1,1,6,19,4,5,0,0,1,0
70,1,1,19,2,5,9,23,4,4,0,1,1,0
72,1,4,11,1,1,6,1,1,11,0,1,2,0
18,2,1,19,2,2,3,16,4,10,0,0,2,0
29,2,9,10,2,2,3,16,6,1,1,0,1,0
30,2,10,15,1,4,10,12,6,2,1,0,2,1
36,2,12,14,2,3,8,1,0,9,0,1,3,0
70,2,11,17,2,2,3,16,1,6,0,0,2,0
18,3,10,15,2,3,4,22,2,3,0,1,1,0
30,3,19,7,1,2,2,17,6,11,1,0,1,1
36,3,20,9,1,4,10,18,6,6,1,0,1,0
68,3,5,16,2,4,10,9,3,8,0,0,3,0
20,1,3,8,1,2,2,16,0,12,0,0,2,0
24,1,6,18,1,1,7,8,0,7,0,0,2,0
27,1,4,11,1,2,2,3,1,7,0,1,1,0
28,1,5,16,2,1,6,14,2,12,0,0,2,0
30,1,7,20,2,1,7,12,6,4,1,0,1,1
34,1,9,10,2,3,8,4,4,10,0,1,2,0
43,1,12,14,1,3,8,21,5,7,1,0,1,0
49,1,15,1,2,5,1,9,1,5,0,0,1,0
58,1,6,18,1,2,3,10,0,4,0,0,3,0
69,1,5,16,2,3,4,9,1,4,0,0,1,0
30,2,20,9,2,5,9,22,6,6,1,1,2,1
36,2,12,14,2,3,8,7,2,10,0,0,2,0
20,3,6,18,2,5,11,18,4,6,0,0,1,0
30,3,4,11,1,4,10,20,2,2,0,0,1,1
46,3,13,2,1,3,8,2,3,1,0,1,3,0
58,3,9,10,2,4,10,11,5,2,1,0,2,0
70,3,8,3,2,5,9,12,3,6,0,0,1,0
75,3,1,19,1,1,6,14,6,12,1,0,3,0
21,1,13,2,2,3,8,9,6,4,1,0,1,0
30,1,17,6,2,2,2,18,5,8,1,0,2,1
33,1,8,3,2,2,3,15,6,2,1,0,2,0
43,1,1,19,2,5,1,11,5,5,1,0,2,0
45,1,7,20,2,5,11,21,4,5,0,0,2,0
70,1,10,15,1,2,3,19,3,7,0,0,1,0
30,2,16,4,2,3,4,9,5,6,1,0,1,1
56,2,7,20,2,1,7,2,6,6,1,1,2,0
61,2,14,12,1,1,5,23,3,2,0,1,3,0
66,2,3,8,2,1,5,18,1,1,0,0,3,0
68,2,16,4,2,4,10,2,4,6,0,1,2,0
71,2,3,8,2,5,9,5,1,7,0,1,2,0
18,3,11,17,2,4,10,6,2,3,0,0,2,0
30,3,17,6,2,5,11,18,3,3,0,0,1,1
37,3,10,15,2,3,8,0,3,7,0,1,2,0
42,3,16,4,2,3,8,3,2,10,0,1,2,0
44,3,3,8,2,2,2,9,2,3,0,0,1,0
56,3,8,3,1,1,7,12,6,3,1,0,3,0
64,3,3,8,1,1,5,20,4,5,0,0,3,1
75,3,11,17,1,4,10,6,6,5,1,0,2,1
28,1,20,9,1,2,2,0,1,4,0,1,1,0
30,1,9,10,2,1,6,6,6,12,1,0,1,1
46,1,5,16,2,5,1,11,4,7,0,0,1,0
47,1,10,15,2,3,8,8,5,7,1,0,2,0
58,1,14,12,2,1,6,17,5,8,1,0,1,0
60,1,10,15,1,2,2,3,2,12,0,1,1,0
30,2,6,18,1,1,6,1,3,9,0,1,1,1
32,2,9,10,1,3,8,4,5,9,1,1,1,0
42,2,8,3,2,5,9,3,4,5,0,1,1,0
43,2,15,1,1,5,11,16,4,8,0,0,1,0
48,2,6,18,1,5,1,3,1,3,0,1,1,0
74,2,15,1,1,5,1,12,2,1,0,0,1,0
23,3,10,15,1,2,2,15,1,3,0,0,1,0
30,3,6,18,1,5,1,17,6,12,1,0,2,1
34,3,3,8,2,1,5,12,3,2,0,0,3,0
52,3,5,16,1,1,6,6,2,4,0,0,3,0
64,3,6,18,1,3,8,4,6,7,1,1,1,0
66,3,14,12,2,5,11,20,0,6,0,0,1,0
67,3,14,12,1,3,8,21,0,7,0,0,2,0
72,3,4,11,1,2,2,22,1,10,0,1,2,0
19,1,6,18,1,3,8,21,1,4,0,0,2,0
30,1,10,15,2,2,3,23,5,2,1,1,3,1
32,1,1,19,2,1,7,20,0,6,0,0,1,0
39,1,6,18,1,3,8,23,4,5,0,1,1,0
41,1,18,13,1,1,6,7,6,2,1,0,1,0
46,1,4,11,2,1,7,21,0,1,0,0,1,0
61,1,6,18,2,4,10,13,5,8,1,0,1,0
25,2,16,4,1,1,5,13,6,9,1,0,1,0
30,2,5,16,2,5,1,0,3,10,0,1,2,1
35,2,17,6,2,2,2,3,4,6,0,1,1,0
41,2,7,20,2,5,1,1,1,8,0,1,2,0
42,2,13,2,1,3,8,7,6,12,1,0,2,1
45,2,10,15,1,1,7,19,6,5,1,0,1,0
46,2,2,5,2,3,4,13,2,3,0,0,2,0
50,2,5,16,2,5,9,22,1,7,0,1,2,0
67,2,19,7,1,5,9,2,3,10,0,1,2,0
72,2,2,5,1,1,7,12,5,11,1,0,1,0
30,3,10,15,2,2,2,18,6,5,1,0,2,1
50,3,5,16,2,5,1,15,2,5,0,0,2,0
69,3,8,3,1,2,2,18,5,10,1,0,2,0
72,3,15,1,2,5,9,20,5,5,1,0,3,0
30,1,10,15,2,3,4,20,2,10,0,0,3,1
40,1,20,9,2,3,8,14,5,10,1,0,2,0
67,1,9,10,1,1,7,4,3,10,0,1,1,0
23,2,11,17,2,3,4,0,4,5,0,1,2,0
25,2,5,16,2,2,2,20,2,12,0,0,2,0
30,2,18,13,1,2,3,22,2,2,0,1,3,1
38,2,10,15,1,5,9,15,6,6,1,0,2,0
41,2,3,8,1,1,6,6,6,6,1,0,2,0
43,2,9,10,1,1,5,12,0,1,0,0,1,0
44,2,15,1,1,3,8,22,3,8,0,1,2,0
47,2,18,13,2,1,7,6,2,7,0,0,3,0
61,2,13,2,2,2,3,18,1,4,0,0,2,0
74,2,20,9,2,2,2,14,4,7,0,0,1,0
21,3,13,2,1,1,5,15,4,9,0,0,2,1
23,3,12,14,2,5,11,9,0,1,0,0,1,0
29,3,11,17,1,2,12,8,0,8,0,0,1,0
30,3,15,1,1,3,8,9,4,10,0,0,1,1
33,3,9,10,1,1,7,17,1,12,0,0,1,0
71,3,14,12,1,3,4,13,4,10,0,0,2,0
30,1,17,6,1,4,10,18,3,6,0,0,2,1
37,1,3,8,1,5,1,15,3,3,0,0,1,0
41,1,4,11,2,3,4,2,4,3,0,1,2,0
47,1,18,13,1,3,8,17,4,10,0,0,1,0
52,1,19,7,2,5,1,22,1,7,0,1,2,0
53,1,14,12,2,2,3,2,0,11,0,1,3,0
63,1,19,7,1,2,12,21,5,7,1,0,1,0
67,1,15,1,2,3,4,19,2,7,0,0,1,0
70,1,4,11,2,2,3,22,5,8,1,1,2,0
23,2,14,12,1,2,12,14,2,9,0,0,2,0
26,2,14,12,1,1,7,22,5,1,1,1,3,0
29,2,11,17,1,3,8,4,0,3,0,1,2,0
30,2,6,18,2,5,11,3,3,2,0,1,2,1
58,2,5,16,1,2,12,7,2,4,0,0,1,0
74,2,9,10,2,1,5,5,0,3,0,1,1,0
20,3,9,10,2,2,2,10,4,9,0,0,3,0
25,3,17,6,1,3,8,23,2,1,0,1,2,0
30,3,16,4,2,1,6,12,1,5,0,0,2,1
40,3,17,6,1,3,8,22,5,4,1,1,1,0
52,3,11,17,2,5,9,15,2,2,0,0,1,0
54,3,3,8,2,5,9,20,4,3,0,0,1,0
58,3,9,10,1,5,9,6,0,9,0,0,1,0
66,3,1,19,2,5,9,19,1,2,0,0,2,0
75,3,20,9,2,1,6,14,0,9,0,0,2,0
29,1,11,17,2,4,10,6,2,3,0,0,2,0
30,1,10,15,2,2,2,15,3,3,0,0,2,1
43,1,19,7,2,3,4,21,2,3,0,0,1,0
69,1,9,10,2,1,7,20,5,8,1,0,2,0
30,2,19,7,1,1,6,6,5,8,1,0,3,1
32,2,6,18,1,4,10,23,0,8,0,1,3,0
35,2,6,18,2,3,8,21,1,12,0,0,2,0
37,2,3,8,2,4,10,1,5,9,1,1,1,0
40,2,19,7,2,2,2,9,3,1,0,0,2,0
25,3,1,19,1,2,12,13,0,6,0,0,1,0
30,3,16,4,1,2,3,3,4,2,0,1,2,1
35,3,9,10,1,5,9,6,4,1,0,0,2,0
61,3,15,1,2,5,11,20,6,12,1,0,2,0
67,3,5,16,1,2,12,17,6,7,1,0,1,0
20,1,15,1,1,1,6,21,5,9,1,0,2,0
30,1,6,18,1,1,5,18,3,2,0,0,1,1
31,1,7,20,1,5,11,3,4,9,0,1,3,0
59,1,12,14,1,3,4,23,2,8,0,1,3,0
60,1,20,9,2,2,3,2,1,11,0,1,1,0
61,1,4,11,2,1,7,23,2,10,0,1,1,0
64,1,4,11,2,2,2,4,1,10,0,1,3,0
66,1,14,12,1,3,8,18,0,1,0,0,2,0
70,1,10,15,2,2,3,6,4,8,0,0,2,0
71,1,5,16,1,5,1,23,2,6,0,1,2,0
19,2,19,7,1,1,6,1,3,1,0,1,3,0
30,2,8,3,2,4,10,22,1,1,0,1,3,1
33,2,13,2,1,2,12,13,5,4,1,0,3,0
45,2,5,16,1,4,10,18,4,10,0,0,1,0
47,2,1,19,1,5,11,2,3,6,0,1,1,0
55,2,9,10,2,5,1,22,6,9,1,1,2,0
56,2,4,11,1,2,3,8,6,4,1,0,2,0
30,3,4,11,1,3,4,7,1,8,0,0,1,0
51,3,15,1,1,2,3,23,3,11,0,1,2,0
55,3,16,4,2,4,10,7,5,6,1,0,3,0
27,1,1,19,1,2,3,12,2,1,0,0,1,0
30,1,15,1,1,2,3,13,0,6,0,0,1,0
68,1,11,17,1,2,12,23,3,3,0,1,1,1
72,1,18,13,1,3,8,6,6,5,1,0,2,0
23,2,3,8,2,5,9,19,1,5,0,0,2,0
24,2,3,8,1,1,5,22,5,1,1,1,3,0
29,2,15,1,1,3,8,0,1,6,0,1,1,0
